epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,8484.55,0.59175,0.4101,1.16696,0.98226,0.98324,0.995,0.87847,0.53139,0.27284,1.08539,1.38689e-05,1.38689e-05,1.38689e-05
183,8531.11,0.57443,0.41184,1.15686,0.97931,0.9866,0.995,0.87783,0.53125,0.27457,1.08566,1.28998e-05,1.28998e-05,1.28998e-05
184,8577.73,0.5777,0.41589,1.16073,0.98007,0.98521,0.995,0.87951,0.52729,0.27207,1.08112,1.19817e-05,1.19817e-05,1.19817e-05
185,8624.37,0.58309,0.4227,1.1693,0.98009,0.98317,0.995,0.87916,0.52703,0.27891,1.08212,1.11148e-05,1.11148e-05,1.11148e-05
186,8671.29,0.34769,0.20241,1.08834,0.9674,0.9811,0.99277,0.87323,0.5449,0.29947,1.10553,1.02994e-05,1.02994e-05,1.02994e-05
187,8717.81,0.33275,0.17787,1.06973,0.97167,0.9802,0.99278,0.87341,0.54839,0.29925,1.10525,9.53572e-06,9.53572e-06,9.53572e-06
188,8764.36,0.33196,0.16859,1.07326,0.96929,0.98106,0.99347,0.87279,0.54856,0.30128,1.10205,8.82385e-06,8.82385e-06,8.82385e-06
189,8810.95,0.32878,0.16415,1.05522,0.96223,0.98279,0.9937,0.87045,0.55157,0.29989,1.10922,8.164e-06,8.164e-06,8.164e-06
190,8857.44,0.32516,0.16363,1.06031,0.9627,0.98517,0.99393,0.87199,0.54818,0.30115,1.10577,7.55633e-06,7.55633e-06,7.55633e-06
191,8903.99,0.32785,0.163,1.06297,0.96854,0.98218,0.9941,0.87368,0.5474,0.2944,1.10439,7.00101e-06,7.00101e-06,7.00101e-06
192,8950.53,0.32355,0.16,1.04998,0.96476,0.98392,0.99415,0.87341,0.54565,0.29713,1.10047,6.49816e-06,6.49816e-06,6.49816e-06
193,8997.09,0.32151,0.15952,1.05233,0.97153,0.98275,0.99447,0.87226,0.55028,0.2928,1.10991,6.0479e-06,6.0479e-06,6.0479e-06
194,9043.64,0.32175,0.15807,1.05369,0.96277,0.98348,0.99462,0.8688,0.55431,0.2974,1.11695,5.65036e-06,5.65036e-06,5.65036e-06
195,9090.16,0.31837,0.15813,1.05243,0.97183,0.98601,0.99454,0.87042,0.55024,0.28601,1.10852,5.30562e-06,5.30562e-06,5.30562e-06
196,9136.78,0.32487,0.15901,1.06072,0.97165,0.9825,0.99447,0.87233,0.5504,0.29034,1.10884,5.01378e-06,5.01378e-06,5.01378e-06
197,9183.29,0.30953,0.15452,1.04882,0.96864,0.98731,0.99454,0.87553,0.54558,0.28613,1.10175,4.77489e-06,4.77489e-06,4.77489e-06
198,9229.84,0.31446,0.15758,1.05888,0.96929,0.98576,0.99462,0.87701,0.54487,0.28561,1.10037,4.58904e-06,4.58904e-06,4.58904e-06
199,9276.36,0.31762,0.15595,1.05391,0.97398,0.9848,0.99462,0.87436,0.54699,0.2837,1.1039,4.45625e-06,4.45625e-06,4.45625e-06
200,9322.96,0.31637,0.15702,1.04739,0.96871,0.9874,0.99455,0.87427,0.54468,0.28651,1.10112,4.37656e-06,4.37656e-06,4.37656e-06
